year,country,politics
1996,Turkmenistan,21.202557
1996,Tuvalu,81.550194
1996,Uganda,28.093542
1996,Ukraine,28.085255
1996,United Arab Emirates,63.31443
1996,United Kingdom,91.808464
1996,United States,89.778587
1996,Uruguay,69.940002
1996,Uzbekistan,11.832658
1996,Vanuatu,65.311775
1996,"Venezuela, RB",30.205887
1996,Vietnam,35.896511
1996,Virgin Islands (U.S.),
1996,West Bank and Gaza,20.534622
1996,"Yemen, Rep.",24.866173
1996,Zambia,28.038439
1996,Zimbabwe,32.470989
1997,Afghanistan,1.005955
1997,Albania,24.920141
1997,Algeria,15.430296
1997,American Samoa,
1997,Andorra,89.948837
1997,Angola,6.3517933
1997,Anguilla,
1997,Antigua and Barbuda,73.712219
1997,Argentina,56.151443
1997,Armenia,33.883942
1997,Aruba,
1997,Australia,92.120453
1997,Austria,94.023468
1997,Azerbaijan,14.756563
1997,"Bahamas, The",84.38015
1997,Bahrain,52.747265
1997,Bangladesh,29.081043
1997,Barbados,87.993454
1997,Belarus,26.796211
1997,Belgium,88.334274
1997,Belize,59.920555
1997,Benin,48.8298
1997,Bermuda,84.747787
1997,Bhutan,53.540901
1997,Bolivia,46.680367
1997,Bosnia and Herzegovina,30.338833
1997,Botswana,72.572159
1997,Brazil,50.962433
1997,Brunei Darussalam,69.739166
1997,Bulgaria,46.886723
1997,Burkina Faso,32.655483
1997,Burundi,4.1228495
1997,Cambodia,20.721928
1997,Cameroon,15.787103
1997,Canada,93.91613
1997,Cape Verde,63.707603
1997,Cayman Islands,87.660446
1997,Central African Republic,12.435129
1997,Chad,16.888889
1997,Chile,79.061966
1997,China,36.992535
1997,Colombia,33.77467
1997,Comoros,22.019043
1997,"Congo, Dem. Rep.",1.4534893
1997,"Congo, Rep.",9.2077751
1997,Cook Islands,
1997,Costa Rica,73.077965
1997,Cote d'Ivoire,38.282417
1997,Croatia,42.113564
1997,Cuba,30.141932
1997,Cyprus,78.928879
1997,Czech Republic,76.634933
1997,Denmark,97.943367
1997,Djibouti,20.980289
1997,Dominica,72.512848
1997,Dominican Republic,40.204468
1997,Ecuador,33.854824
1997,"Egypt, Arab Rep.",42.446594
1997,El Salvador,36.868439
1997,Equatorial Guinea,12.546958
1997,Eritrea,30.174515
1997,Estonia,72.19931
1997,Ethiopia,16.835264
1997,Fiji,56.78688
1997,Finland,97.773132
1997,France,84.296936
1997,French Guiana,72.107773
1997,Gabon,38.620861
1997,"Gambia, The",38.23082
1997,Georgia,19.443495
1997,Germany,92.213036
1997,Ghana,42.082558
1997,Greece,73.649124
1997,Greenland,
1997,Grenada,69.587891
1997,Guam,
1997,Guatemala,30.419184
1997,Guinea,18.379005
1997,Guinea-Bissau,8.5778866
1997,Guyana,45.729549
1997,Haiti,13.068664
1997,Honduras,29.655571
1997,"Hong Kong SAR, China",77.647324
1997,Hungary,78.853081
1997,Iceland,92.87944
1997,India,44.077042
1997,Indonesia,27.335726
1997,"Iran, Islamic Rep.",24.019241
1997,Iraq,3.2574146
1997,Ireland,93.866119
1997,Israel,70.005981
1997,Italy,78.055679
1997,Jamaica,53.670227
1997,Japan,82.245148
1997,"Jersey, Channel Islands",
1997,Jordan,53.465767
1997,Kazakhstan,23.737318
1997,Kenya,24.507519
1997,Kiribati,62.43441
1997,"Korea, Dem. Rep.",9.1255827
1997,"Korea, Rep.",65.934921
1997,Kosovo,7.2115383
1997,Kuwait,57.999973
1997,Kyrgyz Republic,35.380463
1997,Lao PDR,26.465292
1997,Latvia,59.028046
1997,Lebanon,39.417496
1997,Lesotho,42.809547
1997,Liberia,3.8624206
1997,Libya,14.482414
1997,Liechtenstein,91.767883
1997,Lithuania,66.775665
1997,Luxembourg,96.004211
1997,"Macao SAR, China",61.638702
1997,"Macedonia, FYR",31.808033
1997,Madagascar,37.153912
1997,Malawi,40.538422
1997,Malaysia,62.950809
1997,Maldives,66.936401
1997,Mali,36.295036
1997,Malta,83.770592
1997,Marshall Islands,55.790016
1997,Martinique,75.62767
1997,Mauritania,42.903397
1997,Mauritius,72.491417
1997,Mexico,44.533966
1997,"Micronesia, Fed. Sts.",64.611488
1997,Moldova,46.635529
1997,Monaco,80.224052
1997,Mongolia,52.496826
1997,Montenegro,
1997,Morocco,52.807739
1997,Mozambique,38.396935
1997,Myanmar,5.7662849
1997,Namibia,64.105194
1997,Nauru,76.73848
1997,Nepal,39.034378
1997,Netherlands,98.306267
1997,Netherlands Antilles,
1997,New Caledonia,
1997,New Zealand,97.295738
1997,Nicaragua,33.816444
1997,Niger,17.322792
1997,Nigeria,13.290024
1997,Niue,
1997,Norway,97.726593
1997,Oman,59.849182
1997,Pakistan,24.100708
1997,Palau,80.224052
1997,Panama,56.032944
1997,Papua New Guinea,34.366299
1997,Paraguay,23.620628
1997,Peru,44.142075
1997,Philippines,51.45306
1997,Poland,73.85405
1997,Portugal,89.770966
1997,Puerto Rico,76.635895
1997,Qatar,56.92849
1997,Reunion,
1997,Romania,49.309616
1997,Russian Federation,25.080215
1997,Rwanda,10.53493
1997,Samoa,68.048149
1997,San Marino,82.868286
1997,Sao Tome and Principe,48.214386
1997,Saudi Arabia,38.17802
1997,Senegal,43.90152
1997,Serbia,14.036005
1997,Seychelles,65.494835
1997,Sierra Leone,11.302836
1997,Singapore,86.818359
1997,Slovak Republic,67.965897
1997,Slovenia,85.533249
1997,Solomon Islands,62.981888
1997,Somalia,0.64552438
1997,South Africa,61.781021
1997,South Sudan,
1997,Spain,82.279785
1997,Sri Lanka,42.515442
1997,St. Kitts and Nevis,69.013016
1997,St. Lucia,70.173744
1997,St. Vincent and the Grenadines,72.663582
1997,Sudan,6.1200342
1997,Suriname,42.438507
1997,Swaziland,34.515808
1997,Sweden,96.231018
1997,Switzerland,96.521568
1997,Syrian Arab Republic,23.347008
1997,"Taiwan, China",76.095459
1997,Tajikistan,5.0101347
1997,Tanzania,29.632412
1997,Thailand,60.14576
1997,Timor-Leste,
1997,Togo,24.393887
1997,Tonga,54.561615
1997,Trinidad and Tobago,65.929047
1997,Tunisia,50.825291
1997,Turkey,41.087578
1997,Turkmenistan,18.446123
1997,Tuvalu,82.868286
1997,Uganda,29.263611
1997,Ukraine,25.357605
1997,United Arab Emirates,63.753788
1997,United Kingdom,91.767426
1997,United States,89.818848
1997,Uruguay,71.545166
1997,Uzbekistan,10.544733
1997,Vanuatu,58.116245
1997,"Venezuela, RB",29.463192
1997,Vietnam,35.337158
1997,Virgin Islands (U.S.),
1997,West Bank and Gaza,20.082947
1997,"Yemen, Rep.",22.303421
1997,Zambia,30.6744
1997,Zimbabwe,30.049791
1998,Afghanistan,0.88733387
1998,Albania,25.786118
1998,Algeria,14.170724
1998,American Samoa,
1998,Andorra,90.392494
1998,Angola,4.4423666
1998,Anguilla,
1998,Antigua and Barbuda,73.712219
1998,Argentina,55.360302
1998,Armenia,33.99799
1998,Aruba,
1998,Australia,91.367485
1998,Austria,92.655396
1998,Azerbaijan,15.477353
1998,"Bahamas, The",85.147278
1998,Bahrain,53.069633
1998,Bangladesh,31.638716
1998,Barbados,88.556938
1998,Belarus,25.856049
1998,Belgium,86.449249
1998,Belize,58.497955
1998,Benin,49.897083
1998,Bermuda,85.193604
1998,Bhutan,53.948032
1998,Bolivia,49.525124
1998,Bosnia and Herzegovina,29.827248
1998,Botswana,73.056091
1998,Brazil,51.011692
1998,Brunei Darussalam,67.540993
1998,Bulgaria,51.330772
1998,Burkina Faso,32.79208
1998,Burundi,4.6093278
1998,Cambodia,19.013601
1998,Cameroon,18.0189
1998,Canada,93.401573
1998,Cape Verde,63.318661
1998,Cayman Islands,87.820908
1998,Central African Republic,14.047449
1998,Chad,16.736696
1998,Chile,76.285202
1998,China,35.983444
1998,Colombia,34.740116
1998,Comoros,20.554195
1998,"Congo, Dem. Rep.",0.88728845
1998,"Congo, Rep.",7.4482279
1998,Cook Islands,
1998,Costa Rica,75.777802
1998,Cote d'Ivoire,35.01926
1998,Croatia,43.119366
1998,Cuba,30.641064
1998,Cyprus,77.7938
1998,Czech Republic,74.905502
1998,Denmark,97.904083
1998,Djibouti,17.988747
1998,Dominica,68.320992
1998,Dominican Republic,35.998749
1998,Ecuador,35.10054
1998,"Egypt, Arab Rep.",41.4081
1998,El Salvador,40.222218
1998,Equatorial Guinea,11.175946
1998,Eritrea,33.377445
1998,Estonia,73.737228
1998,Ethiopia,20.962894
1998,Fiji,54.346752
1998,Finland,98.787872
1998,France,83.940239
1998,French Guiana,72.148056
1998,Gabon,38.969208
1998,"Gambia, The",40.380493
1998,Georgia,21.929888
1998,Germany,91.689049
1998,Ghana,41.930099
1998,Greece,75.236755
1998,Greenland,
1998,Grenada,68.435028
1998,Guam,
1998,Guatemala,32.528812
1998,Guinea,20.631058
1998,Guinea-Bissau,7.271502
1998,Guyana,48.528202
1998,Haiti,12.416705
1998,Honduras,35.127316
1998,"Hong Kong SAR, China",77.924156
1998,Hungary,80.790443
1998,Iceland,93.775162
1998,India,43.722141
1998,Indonesia,21.103252
1998,"Iran, Islamic Rep.",23.938189
1998,Iraq,3.9420221
1998,Ireland,94.349045
1998,Israel,69.205627
1998,Italy,77.46051
1998,Jamaica,54.50827
1998,Japan,81.718422
1998,"Jersey, Channel Islands",
1998,Jordan,54.612686
1998,Kazakhstan,27.270967
1998,Kenya,22.16853
1998,Kiribati,44.520557
1998,"Korea, Dem. Rep.",8.9668789
1998,"Korea, Rep.",64.87468
1998,Kosovo,11.057693
1998,Kuwait,57.370811
1998,Kyrgyz Republic,37.377304
1998,Lao PDR,25.112745
1998,Latvia,60.987114
1998,Lebanon,40.485989
1998,Lesotho,42.621708
1998,Liberia,5.2252016
1998,Libya,13.954371
1998,Liechtenstein,92.174202
1998,Lithuania,66.686928
1998,Luxembourg,95.473587
1998,"Macao SAR, China",61.55917
1998,"Macedonia, FYR",33.275578
1998,Madagascar,34.867935
1998,Malawi,43.121498
1998,Malaysia,59.742104
1998,Maldives,65.668121
1998,Mali,36.989498
1998,Malta,84.29129
1998,Marshall Islands,45.343143
1998,Martinique,75.588203
1998,Mauritania,41.648098
1998,Mauritius,74.523499
1998,Mexico,46.422268
1998,"Micronesia, Fed. Sts.",49.59586
1998,Moldova,45.720623
1998,Monaco,81.061371
1998,Mongolia,52.341309
1998,Montenegro,
1998,Morocco,55.543095
1998,Mozambique,38.759129
1998,Myanmar,6.2947555
1998,Namibia,60.951996
1998,Nauru,77.695992
1998,Nepal,33.866531
1998,Netherlands,98.467697
1998,Netherlands Antilles,
1998,New Caledonia,
1998,New Zealand,96.848785
1998,Nicaragua,34.638535
1998,Niger,18.219978
1998,Nigeria,14.038879
1998,Niue,
1998,Norway,97.322029
1998,Oman,60.947334
1998,Pakistan,24.793274
1998,Palau,81.061371
1998,Panama,60.277485
1998,Papua New Guinea,32.396103
1998,Paraguay,19.092249
1998,Peru,45.106735
1998,Philippines,53.313633
1998,Poland,75.300934
1998,Portugal,89.0783
1998,Puerto Rico,76.795982
1998,Qatar,61.601589
1998,Reunion,
1998,Romania,47.160431
1998,Russian Federation,22.854105
1998,Rwanda,12.559702
1998,Samoa,65.339066
1998,San Marino,84.186371
1998,Sao Tome and Principe,43.346302
1998,Saudi Arabia,38.57296
1998,Senegal,43.214031
1998,Serbia,12.701724
1998,Seychelles,59.552338
1998,Sierra Leone,10.021838
1998,Singapore,85.896103
1998,Slovak Republic,69.246788
1998,Slovenia,85.290352
1998,Solomon Islands,47.558517
1998,Somalia,0.72467166
1998,South Africa,60.92308
1998,South Sudan,
1998,Spain,82.852234
1998,Sri Lanka,42.185146
1998,St. Kitts and Nevis,61.043152
1998,St. Lucia,61.621716
1998,St. Vincent and the Grenadines,67.082161
1998,Sudan,6.4057488
1998,Suriname,45.461132
1998,Swaziland,33.693916
1998,Sweden,95.784615
1998,Switzerland,96.847954
1998,Syrian Arab Republic,22.037586
1998,"Taiwan, China",76.945488
1998,Tajikistan,5.3304672
1998,Tanzania,31.854305
1998,Thailand,61.149902
1998,Timor-Leste,
1998,Togo,22.618101
1998,Tonga,43.438419
1998,Trinidad and Tobago,66.767311
1998,Tunisia,51.639263
1998,Turkey,38.270256
1998,Turkmenistan,15.68969
1998,Tuvalu,84.186371
1998,Uganda,30.433678
1998,Ukraine,22.629955
1998,United Arab Emirates,64.193146
1998,United Kingdom,91.726379
1998,United States,89.859108
1998,Uruguay,73.150322
1998,Uzbekistan,9.2568073
1998,Vanuatu,50.920715
1998,"Venezuela, RB",28.720499
1998,Vietnam,34.777802
1998,Virgin Islands (U.S.),
1998,West Bank and Gaza,19.631269
1998,"Yemen, Rep.",19.740667
1998,Zambia,33.31036
1998,Zimbabwe,27.628593
1999,Afghanistan,0.80523992
1999,Albania,26.062222
1999,Algeria,14.242651
1999,American Samoa,
1999,Andorra,89.948853
1999,Angola,4.0766854
1999,Anguilla,
1999,Antigua and Barbuda,73.833603
1999,Argentina,54.129742
1999,Armenia,33.8377
1999,Aruba,
1999,Australia,92.775398
1999,Austria,91.897919
1999,Azerbaijan,15.516632
1999,"Bahamas, The",86.279053
1999,Bahrain,54.519577
1999,Bangladesh,28.398617
1999,Barbados,88.751221
1999,Belarus,25.227688
1999,Belgium,87.619949
1999,Belize,57.769203
1999,Benin,49.695522
1999,Bermuda,83.987549
1999,Bhutan,53.666424
1999,Bolivia,47.179459
1999,Bosnia and Herzegovina,30.763674
1999,Botswana,72.168762
1999,Brazil,53.016647
1999,Brunei Darussalam,68.188644
1999,Bulgaria,52.991859
1999,Burkina Faso,36.792011
1999,Burundi,5.2654219
1999,Cambodia,21.595699
1999,Cameroon,18.705647
1999,Canada,93.476807
1999,Cape Verde,65.845726
1999,Cayman Islands,87.988045
1999,Central African Republic,12.992071
1999,Chad,18.065327
1999,Chile,79.251915
1999,China,36.590431
1999,Colombia,34.102394
1999,Comoros,17.398481
1999,"Congo, Dem. Rep.",1.0903603
1999,"Congo, Rep.",8.6503658
1999,Cook Islands,
1999,Costa Rica,74.043808
1999,Cote d'Ivoire,27.018433
1999,Croatia,49.650322
1999,Cuba,32.377144
1999,Cyprus,78.946274
1999,Czech Republic,71.204849
1999,Denmark,97.621277
1999,Djibouti,19.626572
1999,Dominica,68.412056
1999,Dominican Republic,38.57885
1999,Ecuador,30.203957
1999,"Egypt, Arab Rep.",41.526535
1999,El Salvador,41.792309
1999,Equatorial Guinea,10.888485
1999,Eritrea,30.584534
1999,Estonia,75.028847
1999,Ethiopia,21.213257
1999,Fiji,47.308517
1999,Finland,98.987213
1999,France,84.304169
1999,French Guiana,71.866226
1999,Gabon,40.728668
1999,"Gambia, The",40.476841
1999,Georgia,23.688309
1999,Germany,92.33284
1999,Ghana,45.960388
1999,Greece,75.31871
1999,Greenland,
1999,Grenada,68.476631
1999,Guam,
1999,Guatemala,32.435616
1999,Guinea,18.221699
1999,Guinea-Bissau,11.813076
1999,Guyana,45.741585
1999,Haiti,12.29198
1999,Honduras,33.585434
1999,"Hong Kong SAR, China",78.609085
1999,Hungary,80.26944
1999,Iceland,95.471985
1999,India,44.698997
1999,Indonesia,24.866396
1999,"Iran, Islamic Rep.",25.348511
1999,Iraq,3.8187289
1999,Ireland,94.025406
1999,Israel,69.606659
1999,Italy,77.355972
1999,Jamaica,53.987587
1999,Japan,82.906525
1999,"Jersey, Channel Islands",
1999,Jordan,54.521973
1999,Kazakhstan,25.612251
1999,Kenya,23.211651
1999,Kiribati,48.253082
1999,"Korea, Dem. Rep.",10.686155
1999,"Korea, Rep.",66.423569
1999,Kosovo,18.028847
1999,Kuwait,58.29755
1999,Kyrgyz Republic,34.176266
1999,Lao PDR,22.108847
1999,Latvia,61.338676
1999,Lebanon,40.783627
1999,Lesotho,44.227615
1999,Liberia,4.9916687
1999,Libya,15.751659
1999,Liechtenstein,91.527687
1999,Lithuania,66.006157
1999,Luxembourg,96.163132
1999,"Macao SAR, China",62.88871
1999,"Macedonia, FYR",32.428352
1999,Madagascar,38.964035
1999,Malawi,42.0765
1999,Malaysia,60.262344
1999,Maldives,63.549034
1999,Mali,37.845024
1999,Malta,85.954254
1999,Marshall Islands,44.256001
1999,Martinique,76.188354
1999,Mauritania,41.772682
1999,Mauritius,74.050362
1999,Mexico,48.632103
1999,"Micronesia, Fed. Sts.",47.074402
1999,Moldova,40.132015
1999,Monaco,81.301758
1999,Mongolia,52.496864
1999,Montenegro,
1999,Morocco,52.288696
1999,Mozambique,39.126244
1999,Myanmar,5.847796
1999,Namibia,58.913841
1999,Nauru,77.455605
1999,Nepal,33.312412
1999,Netherlands,98.429398
1999,Netherlands Antilles,
1999,New Caledonia,
1999,New Zealand,96.24054
1999,Nicaragua,33.542648
1999,Niger,22.916842
1999,Nigeria,14.923679
1999,Niue,
1999,Norway,96.022316
1999,Oman,62.036743
1999,Pakistan,22.382885
1999,Palau,81.301758
1999,Panama,58.323654
1999,Papua New Guinea,32.939995
1999,Paraguay,17.198444
1999,Peru,42.710278
1999,Philippines,47.474087
1999,Poland,73.255508
1999,Portugal,87.945702
1999,Puerto Rico,78.013535
1999,Qatar,62.80043
1999,Reunion,
1999,Romania,45.567345
1999,Russian Federation,22.131527
1999,Rwanda,13.981316
1999,Samoa,67.1716
1999,San Marino,84.066177
1999,Sao Tome and Principe,47.197849
1999,Saudi Arabia,39.965828
1999,Senegal,45.22821
1999,Serbia,13.417004
1999,Seychelles,58.931759
1999,Sierra Leone,8.7750931
1999,Singapore,86.258224
1999,Slovak Republic,68.28685
1999,Slovenia,81.819511
1999,Solomon Islands,36.447021
1999,Somalia,0.84486401
1999,South Africa,61.651501
1999,South Sudan,
1999,Spain,84.016846
1999,Sri Lanka,42.47052
1999,St. Kitts and Nevis,63.505962
1999,St. Lucia,66.685898
1999,St. Vincent and the Grenadines,68.84819
1999,Sudan,7.3418808
1999,Suriname,47.493664
1999,Swaziland,32.724564
1999,Sweden,95.99102
1999,Switzerland,96.890182
1999,Syrian Arab Republic,21.31155
1999,"Taiwan, China",76.107651
1999,Tajikistan,6.9528236
1999,Tanzania,31.665539
1999,Thailand,61.605927
1999,Timor-Leste,
1999,Togo,22.51823
1999,Tonga,42.754707
1999,Trinidad and Tobago,64.922783
1999,Tunisia,52.042068
1999,Turkey,41.898682
1999,Turkmenistan,14.558727
1999,Tuvalu,78.645988
1999,Uganda,29.792219
1999,Ukraine,22.413847
1999,United Arab Emirates,65.2108
1999,United Kingdom,91.88369
1999,United States,90.42099
1999,Uruguay,73.061546
1999,Uzbekistan,9.914463
1999,Vanuatu,51.201759
1999,"Venezuela, RB",29.535583
1999,Vietnam,34.439117
1999,Virgin Islands (U.S.),
1999,West Bank and Gaza,18.535061
1999,"Yemen, Rep.",18.847462
1999,Zambia,32.134762
1999,Zimbabwe,20.719917
2000,Afghanistan,0.72314596
2000,Albania,26.338326
2000,Algeria,14.314579
2000,American Samoa,
2000,Andorra,89.505211
2000,Angola,3.7110043
2000,Anguilla,
2000,Antigua and Barbuda,73.954979
2000,Argentina,52.899181
2000,Armenia,33.677406
2000,Aruba,
2000,Australia,94.183311
2000,Austria,91.140442
2000,Azerbaijan,15.55591
2000,"Bahamas, The",87.410835
2000,Bahrain,55.969524
2000,Bangladesh,25.158516
2000,Barbados,88.945503
2000,Belarus,24.599329
2000,Belgium,88.790649
2000,Belize,57.040447
2000,Benin,49.493961
2000,Bermuda,82.781487
2000,Bhutan,53.384815
2000,Bolivia,44.833797
2000,Bosnia and Herzegovina,31.7001
2000,Botswana,71.281441
2000,Brazil,55.021603
2000,Brunei Darussalam,68.836296
2000,Bulgaria,54.652946
2000,Burkina Faso,40.791943
2000,Burundi,5.9215155
2000,Cambodia,24.177795
2000,Cameroon,19.392393
2000,Canada,93.552032
2000,Cape Verde,68.372795
2000,Cayman Islands,88.155182
2000,Central African Republic,11.936694
2000,Chad,19.393955
2000,Chile,82.218628
2000,China,37.197422
2000,Colombia,33.464672
2000,Comoros,14.242768
2000,"Congo, Dem. Rep.",1.2934321
2000,"Congo, Rep.",9.8525028
2000,Cook Islands,60.829247
2000,Costa Rica,72.309822
2000,Cote d'Ivoire,19.017603
2000,Croatia,56.181278
2000,Cuba,34.113224
2000,Cyprus,80.09874
2000,Czech Republic,67.504196
2000,Denmark,97.338463
2000,Djibouti,21.264399
2000,Dominica,68.50312
2000,Dominican Republic,41.158955
2000,Ecuador,25.307373
2000,"Egypt, Arab Rep.",41.644966
2000,El Salvador,43.3624
2000,Equatorial Guinea,10.601023
2000,Eritrea,27.79162
2000,Estonia,76.320465
2000,Ethiopia,21.463619
2000,Fiji,40.270283
2000,Finland,99.186546
2000,France,84.668098
2000,French Guiana,71.584396
2000,Gabon,42.488125
2000,"Gambia, The",40.573189
2000,Georgia,25.446728
2000,Germany,92.976631
2000,Ghana,49.990673
2000,Greece,75.400665
2000,Greenland,
2000,Grenada,68.518234
2000,Guam,
2000,Guatemala,32.342419
2000,Guinea,15.812339
2000,Guinea-Bissau,16.35465
2000,Guyana,42.954967
2000,Haiti,12.167254
2000,Honduras,32.043549
2000,"Hong Kong SAR, China",79.294022
2000,Hungary,79.748428
2000,Iceland,97.168816
2000,India,45.67585
2000,Indonesia,28.629539
2000,"Iran, Islamic Rep.",26.758835
2000,Iraq,3.695436
2000,Ireland,93.701767
2000,Israel,70.007683
2000,Italy,77.251434
2000,Jamaica,53.466904
2000,Japan,84.094635
2000,"Jersey, Channel Islands",
2000,Jordan,54.431263
2000,Kazakhstan,23.953537
2000,Kenya,24.254772
2000,Kiribati,51.985603
2000,"Korea, Dem. Rep.",12.405431
2000,"Korea, Rep.",67.972466
2000,Kosovo,25
2000,Kuwait,59.224289
2000,Kyrgyz Republic,30.975225
2000,Lao PDR,19.104948
2000,Latvia,61.690243
2000,Lebanon,41.081264
2000,Lesotho,45.833527
2000,Liberia,4.7581358
2000,Libya,17.548948
2000,Liechtenstein,90.881172
2000,Lithuania,65.325386
2000,Luxembourg,96.852669
2000,"Macao SAR, China",64.218246
2000,"Macedonia, FYR",31.581123
2000,Madagascar,43.060131
2000,Malawi,41.031498
2000,Malaysia,60.782581
2000,Maldives,61.429951
2000,Mali,38.700546
2000,Malta,87.617218
2000,Marshall Islands,43.168858
2000,Martinique,76.788513
2000,Mauritania,41.89727
2000,Mauritius,73.577225
2000,Mexico,50.841934
